,HOSTNAME1
225254,currentargus.com
171770,currentincarmel.com
151813,currentinwestfield.com
249321,currentnoblesville.com
351617,currentzionsville.com
293831,custompcreview.com
392475,cutimes.com
20628,cvbugle.com
354480,cvindependent.com
151285,cybergrass.com
306375,cyclenews.com
330920,cycleworld.com
329569,cyprus-mail.com
288561,d-silence.com
360024,dabcc.com
261159,dagblog.com
422377,daijiworld.com
391982,daily-chronicle.com
245261,daily-jeff.com
384728,daily-journal.com
422131,daily-mail.co.zm
349775,daily-times.com
109615,daily-tribune.com
354512,daily49er.com
347524,dailyadvance.com
206990,dailyadvertiser.com.au
138265,dailyadvocate.com
400667,dailyamerican.com
416103,dailyamericannews.com
408225,dailyastorian.com
249347,dailybarometer.com
368508,dailybreeze.com
420109,dailybulletin.com
252091,dailybusinessbuzz.ca
5044,dailybusinessreview.com
142232,dailycall.com
422037,dailycaller.com
411459,dailycamera.com
313449,dailycampus.com
156902,dailycollegian.com
419017,dailycomet.com
355486,dailycommercial.com
140807,dailydem.com
405480,dailydemocrat.com
421992,dailydigestnews.com
415790,dailydot.com
391016,dailyecho.co.uk
351721,dailyemerald.com
360743,dailyexaminer.com.au
182739,dailyexpress.com.my
418386,dailyfinance.com
409439,dailyforex.com
416396,dailyfreeman.com
338861,dailyfreepress.com
283833,dailyfusion.net
409976,dailyfx.com
419299,dailygadgetry.com
413574,dailygalaxy.com
207337,dailygate.com
408269,dailygazette.com
83353,dailyhelmsman.com
421033,dailyherald.com
205498,dailyheraldtribune.com
421804,dailyillini.com
314223,dailyindependent.com
420122,dailyinterlake.com
408398,dailyiowan.com
327651,dailyiowegian.com
416476,dailyitem.com
421776,dailyjournal.net
368540,dailyjournalonline.com
261030,dailyliberal.com.au
421996,dailylife.com.au
401888,dailylocal.com
422319,dailymail.co.uk
416887,dailymailtimes.com
270002,dailymakeover.com
90548,dailymaverick.co.za
413739,dailymercury.com.au
376508,dailymirror.lk
420062,dailynebraskan.com
420222,dailynews.com
412533,dailynews.lk
384258,dailynewsegypt.com
181900,dailynexus.com
236903,dailynorthwestern.com
385889,dailypilot.com
387402,dailypioneer.com
287905,dailypolitical.com
420031,dailypost.co.uk
409035,dailypost.ng
393904,dailypress.com
249644,dailypress.net
306086,dailypressdot.com
380215,dailyprogress.com
351468,dailyranger.com
136470,dailyreckoning.com
409085,dailyrecord.co.uk
98338,dailyrecord.com
247190,dailyrecordnews.com
416481,dailyregister.com
310444,dailyreporter.com
405977,dailyreportonline.com
293926,dailyrepublic.com
329124,dailyrepublicannews.com
417490,dailysabah.com
418198,dailysignal.com
359074,dailysocal.com
147100,dailysparkstribune.com
276584,dailysquib.co.uk
421590,dailystar.co.uk
420780,dailystar.com.lb
415956,dailysunnews.com
135579,dailytargum.com
414123,dailytech.com
306756,dailytelegraph.com.au
134712,dailytexanonline.com
317447,dailytidings.com
422337,dailytimes.com.ng
422115,dailytimes.com.pk
187357,dailytitan.com
416652,dailytoreador.com
237487,dailytownsman.com
327582,dailytrib.com
296182,dailytribune.com
330900,dailytribune.net
421000,dailytrojan.com
415840,dailyutahchronicle.com
177743,dailyuw.com
368727,dailyvenusdiva.com
408449,dailyvoice.com
329886,dailywealth.com
191169,dailyworld.com
420343,dairyherd.com
280937,dairyreporter.com
417195,dalje.com
406476,dallasblog.com
169403,dallascowboys.com
422176,dallasnews.com
416062,dallasobserver.com
390186,dallasvoice.com
410428,dallasweekly.com
331137,daltondailycitizen.com
130244,dancingastronaut.com
409389,danielstrading.com
241685,daniweb.com
421041,danspapers.com
194769,dansvilleonline.com
386972,dariennewsonline.com
138546,darientimes.com
419062,darkreading.com
378796,darlingtonandstocktontimes.co.uk
2030,data-informed.com
400533,datacenterdynamics.com
39365,datacenterjournal.com
413834,datacenterknowledge.com
244983,datamation.com
404065,daventryexpress.co.uk
85736,davidsonnews.net
421057,davisclipper.com
421870,dawn.com
155066,dawsonnews.com
68711,dayafterindia.com
214850,dayandnightnews.com
162874,daynews.com
83144,daynurseries.co.uk
269096,daytoncitypaper.com
414803,daytondailynews.com
384809,dazeinfo.com
388070,dbta.com
331215,dchieftain.com
410891,dcist.com
416166,dcourier.com
417024,dcprogressive.org
297292,dcvelocity.com
390962,dddmag.com
249349,ddtonline.com
421401,deadline.com
407717,deadlinedetroit.com
408165,deadspin.com
234699,dealcurry.com
414223,dealerscope.com
251461,dearcinema.com
422027,deathandtaxesmag.com
252341,debka.com
238602,decaturdaily.com
189079,decaturish.com
422275,deccanchronicle.com
421601,deccanherald.com
420443,decider.com
310846,decodedscience.com
123502,decorahnewspapers.com
413984,decryptedtech.com
204784,deepseanews.com
93735,deesidepiper.co.uk
422241,defenceweb.co.za
385996,defense.gov
386978,defenseindustrydaily.com
384249,defensenews.com
385981,defenseone.com
275530,defensesystems.com
296623,delaware.gov
7855,delawareonline.com
314186,delconewsnetwork.com
410859,delcotimes.com
421720,delhidailynews.com
341589,delhinewsrecord.com
103801,dellrapidsinfo.com
147572,delmartimes.net
131611,delmarvanow.com
412759,delmarvapublicradio.net
207266,delphosherald.com
331233,delta-optimist.com
76457,deltafarmpress.com
348544,deltanewsweb.com
177792,demingheadlight.com
104586,demo-mo.com
411576,democracynow.org
202584,democratandchronicle.com
415881,democratherald.com
135683,demopolistimes.com
237809,demos.org
402711,demotix.com
106440,dennews.com
414448,denofgeek.com
421085,denofgeek.us
155045,denpubs.com
329443,dentistryiq.com
389676,dentonrc.com
122073,denverijournal.com
421082,denverpost.com
221465,depauliaonline.com
401021,depositaccounts.com
416203,derbytelegraph.co.uk
373456,derryjournal.com
414959,deseretnews.com
282416,desertdispatch.com
407262,design-engineering.com
378000,design-reuse.com
311835,designboom.com
231496,designnews.com
422025,designntrend.com
385613,designweek.co.uk
411276,desimartini.com
298331,deskeng.com
362812,desmogblog.com
70126,desmoinesregister.com
55230,desotoedge.com
220075,destinationcrm.com
417455,destinyconnect.com
377716,destinyman.com
288422,destructoid.com
421009,detroitnews.com
343925,devel.malaysiandigest.com
419127,develop-online.net
387478,developer-tech.com
334784,developingtelecoms.com
422283,devex.com
359629,devicecritique.com
392104,devicemag.com
373369,devilslakejournal.com
388976,devondispatch.ca
269167,dezeen.com
387200,di-ve.com
338199,diabetes.co.uk
216234,diabetesincontrol.com
416624,diabetesinsider.com
127445,diagnosticimaging.com
408249,diamondbackonline.com
416997,diamonds.net
115839,diamondworld.net
198262,diehardgamefan.com
199469,dietsinreview.com
416253,diffuser.fm
281017,digbycourier.ca
219804,digiday.com
356801,diginomica.com
335551,digit.in
335945,digitalartsonline.co.uk
411710,digitalbookworld.com
151400,digitalburg.com
29309,digitalbydefaultnews.co.uk
407103,digitalfacility.com
421289,digitaljournal.com
399588,digitalmusicnews.com
304875,digitalproductionme.com
66034,digitalsignageconnection.com
92056,digitalsignagetoday.com
421243,digitalspy.co.uk
421636,digitalspy.com
419433,digitaltrends.com
391531,digitaltveurope.net
391341,digitalversus.com
387987,digitimes.com
177443,digmagonline.com
284121,dimemag.com
325360,diningchicago.com
405003,diplomat.so
363850,diplomaticourier.com
391661,directionsmag.com
411507,directlyrics.com
59495,disabilityscoop.com
314102,disabledveterans.org
413298,disasternews.net
413487,discovermagazine.com
418908,discovery.com
422262,dispatch.com
332092,dissexpress.co.uk
399282,dissidentvoice.org
215072,diszine.com
217388,divephotoguide.com
374592,diverseeducation.com
410333,dividend.com
420499,divine.ca
407999,diymag.com
417203,djc.com
412710,djournal.com
396631,dlcentral.com
410657,dmagazine.com
305028,dmnews.com
371986,dmwmedia.com
422360,dnaindia.com
401439,dnainfo.com
405119,dnd.com.pk
382540,dnews.com
39612,dnj.com
152857,dnjournal.com
420115,doaneline.com
123583,docgeeks.com
421719,doctorslounge.com
370315,doctorswithoutborders.org
104442,doctortipster.com
358108,doctorwhonews.net
396609,doctorwhotv.co.uk
380231,dodbuzz.com
416038,dodgeglobe.com
358148,dodlive.mil
218666,dogchannel.com
253886,doghouseboxing.com
237238,dogtime.com
151590,doh.wa.gov
266756,dohanews.co
252627,dollarsandsense.org
351424,dolphin-news.com
417785,domain-b.com
15278,domaininvesting.com
306142,domainnamewire.com
412688,domesticfuel.com
285335,dominicantoday.com
372761,donaldsonvillechief.com
260848,doncasterfreepress.co.uk
373533,donegaldemocrat.ie
36623,donsidepiper.co.uk
218182,doorcountyadvocate.com
198886,dorkingandleatherheadadvertiser.co.uk
410819,dorkshelf.com
260802,dorsetecho.co.uk
363417,dosavannah.com
421556,dose.ca
368935,doslives.com
205057,dothaneagle.com
351722,dothanfirst.com
321430,dotmed.com
48437,dover-express.co.uk
151531,doverpost.com
360543,downtownexpress.com
305110,drapersonline.com
274272,draytonvalleywesternreview.com
266070,drbicuspid.com
25840,drdobbs.com
414696,dreadcentral.com
44191,dredgingtoday.com
327643,drgnews.com
78208,driffieldtoday.co.uk
338911,drinks-business-review.com
387833,drive.com.au
283527,drivearabia.com
340143,drivesncontrols.com
418389,driving.ca
309478,drjays.com
418828,droid-life.com
358465,droidgamers.com
315844,droidmatters.com
259758,droidreport.com
389512,dropoutuk.com
396844,drownedinsound.com
405783,drugstorenews.com
416862,drugwarrant.com
91646,drugwatch.com
150714,drvino.com
379918,dslreports.com
269614,dtvusaforum.com
395549,dualpixels.com
391904,dubaichronicle.com
94707,duclarion.com
58891,dudleynews.co.uk
26689,dukechronicle.com
387457,duluthnewstribune.com
409338,dumb-out.net
402427,duncanbanner.com
418075,dundalkdemocrat.ie
293071,dunmowbroadcast.co.uk
156896,dunstabletoday.co.uk
421851,dunyanews.tv
384000,dupontregistry.com
340967,duquoin.com
409086,durangoherald.com
416301,durhamregion.com
190142,durhamtimes.co.uk
371042,dutchnews.nl
396600,dvdtalk.com
233934,dvidshub.net
422389,dw.de
283993,dyersvillecommercial.com
239071,dynamicbusiness.com.au
317865,dzone.com
37611,e-tid.com
383743,e27.co
284207,eacourier.com
416800,eadt.co.uk
160850,eaem.co.uk
213615,eaglecountryonline.com
125969,eagleobserver.com
362474,eaglesrant.com
417579,eagletribune.com
421835,eaglevalleynews.com
396115,earsucker.com
394703,earthisland.org
413576,earthsky.org
384023,earthtechling.com
366379,earthtimes.org
355928,earthweek.com
383784,easier.com
386025,eastbayexpress.com
134369,eastbourneherald.co.uk
28972,eastcountymagazine.org
113928,eastday.com
236685,easterneronline.com
330569,easternmorningherald.com
47939,easternprogress.com
67105,easternriverinachronicle.com.au
254462,easternwakenews.com
420051,eastgrinsteadcourier.co.uk
58510,easthamptonstar.com
421171,eastidahonews.com
325999,eastietimes.com
293216,eastleighnews.co.uk
166219,eastlothiannews.co.uk
388906,eastoncourier.com
421788,eastoregonian.com
392775,eastpeoriatimescourier.com
40852,eastsidereviewnews.com
411231,eastvalleytribune.com
296987,eatdrinkbetter.com
419736,eater.com
239316,ebar.com
416260,ebony.com
96142,ebookmagazine.co.uk
420415,ecanadanow.com
377217,ecb.europa.eu
290212,ecfr.eu
413828,echannelline.com
174570,echo-pilot.com
422404,echo.net.au
413601,echonews.com.au
116364,ecmconnection.com
311466,ecnmag.com
422348,ecns.cn
372004,eco-business.com
349514,ecology.com
414247,ecommercebytes.com
401734,ecommercetimes.com
411605,econintersect.com
417027,economiccollapsenews.com
393542,economictimes.indiatimes.com
406436,economicvoice.com
414647,economist.com
412691,economonitor.com
60822,economy-news.co.uk
234496,economywatch.com
398608,econtentmag.com
421249,ecorazzi.com
262475,ecori.org
123513,ecoronado.com
266892,ecoseed.org
56691,ecosystemmarketplace.com
277997,ecoustics.com
402252,ecreditdaily.com
421496,ecumenicalnews.com
372811,edenmagnet.com.au
170375,edf.org
332581,edgeboston.com
420229,edgefieldadvertiser.com
411255,edgeonthenet.com
413488,edgl.com
353576,edhat.com
315790,edie.net
351933,edinburghnews.scotsman.com
416081,edmondsun.com
402750,edmontonexaminer.com
416721,edmontonjournal.com
421098,edmontonsun.com
418384,edmunds.com
416753,edp24.co.uk
302997,edrants.com
333638,edsonleader.com
301553,edsurge.com
379726,edtechmagazine.com
325367,edwards.af.mil
404789,edweek.org
308654,eeherald.com
269276,eejournal.com
317086,eenews.net
252930,eetasia.com
419375,eetimes.com
393984,eetindia.co.in
201561,effinghamdailynews.com
392286,efinancehub.com
343820,efinancialcareers.com
420244,efinancialnews.com
207422,efxnews.com
374553,efytimes.com
151794,egcitizen.com
367864,egmcartech.com
201664,egpnews.com
422152,ehrintelligence.com
382389,ehstoday.com
421964,einnews.com
419799,ejpress.org
410620,ekantipur.com
412031,ekathimerini.com
159359,ekklesia.co.uk
288398,el33tonline.com
138641,elberton.com
287983,electricalmarketing.com
308028,electroiq.com
291086,electronicdesign.com
317795,electronicsweekly.com
305620,electropages.com
403812,eleditor.com
370147,eleutheranews.com
123432,elgincourier.com
387144,elkharttruth.com
143886,elkintribune.com
400594,elkodaily.com
284568,elkvalleytimes.com
420457,elle.com
415135,elle.my
403956,elleuk.com
3084,elliotlakestandard.ca
199938,elliottwave.com
249281,ellwoodcity.org
249345,ellwoodcityledger.com
403950,elmoremagazine.com
419864,elpais.com
417260,elpasoinc.com
421746,elpasotimes.com
27265,elvaq.com
67551,ely-news.co.uk
401459,emarketsdaily.com
400070,emaxhealth.com
66840,embedded-computing.com
384171,emercedesbenz.com
334675,emergencymgmt.com
326763,emergingeuropemonitor.com
307345,emergingmoney.com
421641,emirates247.com
369793,emissourian.com
358901,emmetsburgnews.com
246672,emory.edu
89315,emorywheel.com
407369,empireonline.com
338367,empirestatenews.net
245383,employeebenefits.co.uk
409257,emporiagazette.com
417194,empowerednews.net
409024,empowher.com
421896,empr.com
421182,emptylighthouse.com
416670,ems1.com
414034,en.softonic.com
420840,enca.com
397430,endonurse.com
307102,energy-business-review.com
405012,energyandcapital.com
237536,energybangla.com
412674,energybiz.com
282200,energyfm.net
418972,energyglobal.com
406282,energylivenews.com
97218,energypriorities.com
316878,energytrendsinsider.com
263117,energytribune.com
95395,enetenglish.gr
415877,enewschannels.com
419106,enewscourier.com
417251,enewspf.com
137548,enfieldindependent.co.uk
215959,eng.24.kg
418636,engadget.com
291210,engineering.com
399456,english.manoramaonline.com
422341,english.rfi.fr
422238,eni.network24.co
366952,enidnews.com
310762,enn.com
377645,enquirerherald.com
283798,ens-newswire.com
421468,enstarz.com
420196,enterprise-journal.com
176029,enterpriseirregulars.com
39341,enterprisenetworkingplanet.com
390026,enterprisenews.com
308402,enterprisetech.com
226404,enterstageright.com
420360,entertainment-focus.com
421699,entertainment.ie
415438,entertainment.yahoo.com
421698,entertainmentwise.com
351180,entlawdigest.com
281260,entomologytoday.org
420047,entrepreneur.com
383125,environmental-expert.com
383139,environmentalleader.com
226351,environmentalresearchweb.org
356859,envirotech-online.com
184925,envisionip.com
390735,epa.gov
235252,eparisextra.com
301561,ephotozine.com
236816,epilepsysociety.org.uk
121267,eponline.com
393866,eprretailnews.com
169055,epsomguardian.co.uk
331167,eptrail.com
110687,epworthbells.co.uk
353024,equipmentworld.com
417590,equities.com
376806,equitybulls.com
385912,erietvnews.com
308498,ervik.as
364376,esbtrib.com
68620,escambray.cu
420883,escapistmagazine.com
383722,eschoolnews.com
397436,esciencenews.com
419094,esecurityplanet.com
232403,espn.go.com
313880,espnf1.com
415535,esquire.com
392121,essentialretail.com
416058,essexchronicle.co.uk
19637,essexcountystandard.co.uk
211888,establishmentpost.com
421580,etcanada.com
412139,etf.com
410468,etfdailynews.com
314804,etfdb.com
262855,etfstrategy.co.uk
410157,etftrends.com
374466,ethanolproducer.com
107898,etidbits.com
25489,etnews.com
421716,etonline.com
275522,etrucker.com
416952,eturbonews.com
88009,euinside.eu
388294,euobserver.com
392385,euractiv.com
29234,eurasianet.org
421881,eurekalert.org
325402,eurekamagazine.co.uk
279086,eurekastreet.com.au
418971,euro.who.int
398004,euroexchangeratenews.com
419088,eurogamer.net
420733,euronews.com
334241,europa.eu
25367,europarl.europa.eu
171976,europeancarweb.com
418077,europeanceo.com
216939,europeanvoice.com
420813,europeonline-magazine.eu
16225,europolitics.info
337861,eurosport.com
388536,eurosport.yahoo.com
202462,eurovision.tv
243918,euroweeklynews.com
329147,eurweb.com
401910,evdoinfo.com
373527,eveningecho.ie
408389,eveningexpress.co.uk
202258,eveningnews24.co.uk
422151,eveningsun.com
396973,eveningtelegraph.co.uk
418099,eveningtimes.co.uk
241195,eveningtribune.com
412942,eventhubs.com
52603,eventindustrynews.co.uk
134155,everettindependent.com
333829,evertiq.com
386440,everydayhealth.com
370240,everyinvestor.co.uk
134245,eveshamobserver.co.uk
356848,evesun.com
209340,evo.co.uk
372889,evolutionnews.org
10792,evolver.fm
244690,evworld.com
421432,ew.com
419355,eweek.com
397554,ewg.org
143745,ex.ac.uk
361471,examiner-enterprise.com
342743,examiner.co.uk
422198,examiner.com
357682,examiner.com.au
404080,examiner.net
220160,examiner.org
397584,exchange4media.com
370335,exchangemagazine.com
409459,exchangeratenews.com
398068,exchangerates.org.uk
421051,exclaim.ca
391701,executivebiz.com
421945,executivegov.com
413252,exeterexpressandecho.co.uk
395591,exhibitionworld.co.uk
347884,exitevent.com
188956,exophase.com
422393,expatica.com
419516,expertreviews.co.uk
389023,explorernews.com
401672,explosion.com
421565,express.co.uk
415673,expressandstar.com
303269,expressmilwaukee.com
421321,extratv.com
418494,extremetech.com
376189,eyeonannapolis.net
378249,eyesonnews.com
406061,fa-mag.com
209008,fabiusmaximus.com
419018,fair.org
382109,fairborndailyherald.com
207072,fairfaxnews.com
327584,fairfield-sun.com
228940,fairfieldchampion.com.au
405479,fairfieldcitizenonline.com
123998,fairfieldmirror.com
314629,fairmontsentinel.com
305291,fairobserver.com
412714,fairport-erpost.com
242628,fairviewpost.com
408853,fairwarning.org
335967,fakingnews.firstpost.com
420035,falkirkherald.co.uk
148698,falmouthpacket.co.uk
418172,famagusta-gazette.com
337965,fanatix.com
198788,fanbolt.com
411122,fandompost.com
292121,fangoria.com
301259,faniq.com
421380,fanlala.com
421694,fansided.com
202731,faribaultcountyregister.com
347446,farmanddairy.com
309270,farmandranchguide.com
281688,farmersadvance.com
120969,farmersguardian.com
41621,farmforum.net
367026,farmfutures.com
112630,farmindustrynews.com
414832,farmingshow.com
400570,farminguk.com
287844,farmonline.com.au
304495,farms.com
401812,farsnews.com
104502,fashionista.com
421677,fashionnstyle.com
421294,fashiontimes.com
365684,fashiontv.com
413506,fashionunited.co.uk
234708,fashionunited.in
400678,fastcasual.com
419661,fastcocreate.com
419863,fastcodesign.com
386450,fastcoexist.com
417569,fastcompany.com
415610,fasterlouder.com.au
411997,fastmarkets.com
252961,fatcatwebproductions.com
191426,fayettevilleflyer.com
396923,fayobserver.com
2079,fbc.com.fj
299986,fbherald.com
343949,fbi.gov
208962,fcir.org
420153,fcnp.com
385983,fcw.com
386091,fda.gov
296911,fdlreporter.com
410758,fdrmx.com
385874,fearnet.com
412176,federalnewsradio.com
277800,federaltimes.com
415992,federalwaymirror.com
333575,fednews.com
421932,fedscoop.com
393663,fedsmith.com
378118,fedtechmagazine.com
102844,feedfront.com
364015,feedmachinery.com
281587,feednavigator.com
293741,feedstuffs.com
291155,fenderbender.com
318998,fenuxe.com
354652,fermanaghherald.com
377339,ferret.com.au
219082,fesmag.com
186572,fetchyournews.com
373482,fft.ie
412212,fftimes.com
195106,fhcrc.org
284555,fhsu.edu
365688,fibre2fashion.com
362453,fidaily.com
159471,fidh.org
177673,fieldandstream.com
230781,fieldmarketing.com
404564,fiercebiotech.com
397002,fiercebiotechit.com
399267,fiercecable.com
341204,fiercecio.com
153856,fiercecontentmanagement.com
369960,fiercedrugdelivery.com
412692,fierceenergy.com
387937,fierceenterprisecommunications.com
321612,fiercefinanceit.com
333580,fiercegovernment.com
378129,fiercegovernmentit.com
397528,fiercehealthcare.com
404512,fiercehealthfinance.com
396998,fiercehealthit.com
355476,fiercehealthpayer.com
390063,fiercehomelandsecurity.com
402243,fiercemobilegovernment.com
285871,fiercemobilehealthcare.com
364643,fiercemobileit.com
388216,fierceonlinevideo.com
390999,fiercepharma.com
315734,fiercesmartgrid.com
379823,fiercetelecom.com
325458,fiercevaccines.com
407062,fiercewireless.com
116961,fifa.com
135207,fifetoday.co.uk
393643,fiftyplusadvocate.com
247830,fightbacknews.org
337267,fighthype.com
389251,fightsaga.com
422116,fijitimes.com
422113,fijivillage.com
420055,filehippo.com
145206,fileymercury.co.uk
350840,film-news.co.uk
385861,filmbiz.asia
411132,filmequals.com
421614,filmibeat.com
375546,filmindustrynetwork.biz
421029,filmjournal.com
98067,filmmusicmag.com
372839,filmmusicsociety.org
395165,filmonic.com
407940,filmoria.co.uk
421392,filmschoolrejects.com
411627,finalternatives.com
418188,finance-commerce.com
420891,finance.yahoo.com
348894,financeasia.com
400512,financial-market-news.com
416905,financial-news.co.uk
282293,financialadvice.co.uk
419157,financialbuzz.com
302148,financialdirector.co.uk
405682,financialexecutives.org
421596,financialexpress.com
418113,financialmirror.com
418339,financialpost.com
377285,financialreporter.co.uk
374186,financialstandard.com.au
408866,financialstrend.com
418303,financialwired.com
338699,financierworldwide.com
405188,finchannel.com
399373,finextra.com
400900,finfacts.ie
240758,finnbay.com
370654,finnewsnetwork.com.au
379899,firedoglake.com
351418,fireengineering.com
232490,firefighternation.com
380344,firehouse.com
421972,firstcoastnews.com
404141,firstnews.co.uk
422362,firstpost.com
414628,firstshowing.net
212297,firstthings.com
422010,firsttoknow.com
407178,fis.com
254901,fishupdate.com
94932,fitnessgoop.com
417534,fitsnews.com
404066,fitsugar.com
399709,fivethirtyeight.com
173586,flagler.edu
353455,flaglerlive.com
403463,flagpole.com
351669,flanews.com
339177,flatheadbeacon.com
281069,flatheadnewsgroup.com
414440,flavorwire.com
407663,flcourier.com
32410,fleckingrecords.co.uk
13794,fleetdirectory.co.uk
323505,fleetnews.co.uk
370623,fleetowner.com
69220,fleetwoodtoday.co.uk
96950,flexerasoftware.com
407668,flickdirect.com
414620,flickeringmyth.com
350420,flickfilosopher.com
414656,flicksandbits.com
417990,flightglobal.com
346272,flix66.com
400268,floordaily.net
415880,floridanewswire.com
44751,floridatoday.com
63588,floridatrend.com
229404,floridaweekly.com
327631,floydcountytimes.com
325992,fltimes.com
366632,flyingmag.com
407263,fmprc.gov.cn
407767,fmqb.com
356620,fnarena.com
394581,focus-fen.net
138941,focusdailynews.com
395352,focusfilm.co.uk
400798,focustaiwan.tw
173226,fointelligence.com
367417,folha.uol.com.br
159200,foliomag.com
396540,folioweekly.com
363713,folkestoneherald.co.uk
230752,followthemedia.com
398990,fontanaheraldnews.com
301113,foodanddrinkinsight.com
237160,foodandwaterwatch.org
373706,foodbeast.com
187645,foodbeat.com
382543,foodbev.com
371224,foodbusinessnews.net
409306,foodconsumer.org
405782,fooddive.com
298484,foodmanufacture.co.uk
377409,foodnavigator-usa.com
280969,foodnavigator.com
361117,foodpoisoningbulletin.com
355785,foodpoisonjournal.com
363961,foodprocessing.com
404425,foodprocessing.com.au
293733,foodproductiondaily.com
359085,foodqualitynews.com
285207,foodsafetymagazine.com
416654,foodsafetynews.com
421164,foodworldnews.com
398694,fool.co.uk
419635,fool.com
297848,football-news.com
414728,footballtradedirectory.com
172323,fora.tv
421947,forbes.com
385601,forces.tv
387329,forconstructionpros.com
218788,foreffectivegov.org
298250,foreignaffairs.com
420195,foreignpolicy.com
249334,forest-blade.com
351518,forestlaketimes.com
412082,forexfactory.com
412501,forexlive.com
411965,forexmagnates.com
417259,forexminute.com
417350,forexnews.com
363867,forexrazor.com
398073,forextv.com
363173,forfardispatch.co.uk
257634,forres-gazette.co.uk
109630,forsythnews.com
103104,fortbendstar.com
380045,forterietimes.ca
346314,fortmcmurraytoday.com
409488,fortmilltimes.com
129654,fortmorgantimes.com
205583,fortsaskatchewanrecord.com
263811,fortune.cnn.com
419807,fortune.com
407416,forward.com
385822,forwardtimesonline.com
417587,fosters.com
415872,fourstateshomepage.com
186573,fourthestatenewspaper.com
132782,fourwheeler.com
343904,fow.com
350686,fowlertribune.com
251808,fox.com.au
418569,fox10tv.com
400015,fox11online.com
422024,fox13now.com
418649,fox17.com
422279,fox17online.com
396836,fox19.com
59665,fox21online.com
403604,fox23.com
379297,fox23news.com
409247,fox28.com
420926,fox2now.com
413651,fox40.com
421773,fox43.com
366321,fox44.com
340896,fox45now.com
402935,fox4kc.com
49854,fox4now.com
343450,fox50.com
400158,fox54.com
421346,fox59.com
416465,fox5sandiego.com
416168,fox5vegas.com
421305,fox6now.com
421383,fox8.com
144103,fox8live.com
291204,foxandhoundsdaily.com
300560,foxbaltimore.com
418429,foxbusiness.com
422276,foxcarolina.com
419725,foxct.com
422251,foxnews.com
413891,foxrio2.com
408956,foxsanantonio.com
416095,foxsports.com
109841,foxsports.com.au
408339,foxsportsradio.com
418675,fpsnewswire.com
422346,france24.com
39536,franchise.net.au
421338,franchiseherald.com
298222,franklincenterhq.org
151802,franklincountytimes.com
342886,frasercoastchronicle.com.au
417206,fredericknewspost.com
351576,fredericksburg.com
352963,free-press-release-center.info
409334,free-times.com
417053,freebeacon.com
405022,freemuse.org
421475,freep.com
422375,freepressjournal.in
388946,freepressonline.com
97037,freepressseries.co.uk
336102,freeradio.co.uk
417018,freespeech.org
303033,freestonecountytimesonline.com
351570,fremonttribune.com
418288,frenchtribune.com
409940,freshbusinessthinking.com
87440,freshfruitportal.com
386439,freshplaza.com
411259,fresnobee.com
243605,fridayflyer.com
362363,friedlnews.com
138199,fromestandard.co.uk
401821,fromquarkstoquasars.com
273530,frontenacthisweek.com
420382,frontiersla.com
134066,frontiersman.com
321156,frontpagemag.com
410904,frontrowreviews.co.uk
266084,frostillustrated.com
410929,frothygirlz.com
297322,fruitnet.com
148405,fsis.usda.gov
420167,fsunews.com
346988,ft.com
417345,ftadviser.com
416517,ftcpublications.com
399598,ftleavenworthlamp.com
31941,ftluptonpress.com
411647,ftseglobalmarkets.com
413962,fudzilla.com
406484,fuelfix.com
315771,fullboost.com.au
193491,fullfact.org
353011,fullyloaded.com.au
65858,fultonkynews.com
331264,fultonsun.com
281781,fundaction.com
34063,fundraising.co.uk
410161,funds-europe.com
417496,fundweb.co.uk
322327,furnituretoday.com
420398,fuse.tv
350723,fusion.net
398062,futurecurrencyforecast.com
160276,futuregov.asia
316526,futureofcapitalism.com
410485,futuresmag.com
408826,futurity.org
417276,fwbusiness.com
419144,fwbusinesspress.com
293077,fwi.co.uk
385818,fwweekly.com
409460,fx-mm.com
417357,fxempire.com
364011,fxmarketalerts.com
417368,fxnewscall.com
370575,fxpips.com
417402,fxstreet.com
338582,fxtraders.eu
282314,fxweek.com
314865,fz.com
191295,gaadi.com
364974,gactv.com
384831,gadget.co.za
414119,gadgetinsiders.com
331100,gadgetreview.com
401978,gadgetsandgizmos.org
416379,gadsdentimes.com
265396,gaelick.com
309348,gaffneyledger.com
416458,gainesville.com
382108,gainesvilletimes.com
390823,gaininggreen.com
148723,gainsboroughstandard.co.uk
235909,galatta.com
51259,galen.org
409218,galesburg.com
205305,galleonnews.com
372560,galleristny.com
309934,gallup.com
412748,galvanews.com
130488,galveston.com
408242,galvestondailynews.com
414033,gamasutra.com
419105,game-debate.com
419098,gamechup.com
273115,gamedev.net
413923,gamedynamo.com
419182,gamefocus.ca
384491,gamefront.com
286217,gameindustry.com
419186,gameinformer.com
419658,gamenguide.com
413889,gameplanet.co.nz
419074,gamepolitics.com
419063,gamepur.com
414007,gamerant.com
413996,gameranx.com
185728,gamercenteronline.net
413995,gamerevolution.com
419114,gamerheadlines.com
384474,gamerlaw.co.uk
172204,gamersdailynews.com
374999,gamershell.com
401568,gamersyndrome.com
401757,games.com
214263,games.yahoo.com
252862,gamesasylum.com
412980,gamesided.com
415891,gamespot.com
231228,gamesradar.com
413957,gametactics.com
352015,gametrailers.com
248187,gamezebo.com
419101,gamezone.com
375105,gaming-age.com
